SectionID,Latitude,Longitude,OHEMas
DPH-DURG,21.2002,81.2915,865/41UP
DPH-DURG,21.2004,81.2909,865/45UP
DPH-DURG,21.2006,81.2902,866/1UP 
DPH-DURG,21.2008,81.2897,866/3UP 
DPH-DURG,21.2010,81.2894,866/5UP 
DPH-DURG,21.2011,81.2891,866/7UP 
DPH-DURG,21.2012,81.2888,866/9UP 
DPH-DURG,21.2014,81.2885,866/11UP
DPH-DURG,21.2015,81.2882,866/13UP
DPH-DURG,21.2016,81.2878,866/15UP
DPH-DURG,21.2018,81.2873,866/17UP
DPH-DURG,21.2019,81.2870,866/19UP
DPH-DURG,21.2020,81.2867,866/21UP
DPH-DURG,21.2022,81.2864,866/23UP
DPH-DURG,21.2022,81.2862,866/23AUP
DPH-DURG,21.2024,81.2857,866/25AUP
DPH-DURG,21.2026,81.2852,866/27UP
DPH-DURG,21.2028,81.2847,866/29UP
DPH-DURG,21.2030,81.2841,866/31UP
